Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_038387885.1	UOE_Spicta_1.0			Spodoptera picta
GCA_964057025.1	ilStaLuce1.hap1.1			Standfussiana lucernea
GCA_037044495.1	ASM3704449v1			Stegana nigrithorax
GCA_025469315.1	ASM2546931v1			Stegophylla sp. TES_Ste_2020
GCA_943735885.1	iyStePhae1.1			Stelis phaeoptera
GCA_030522485.1	ASM3052248v1			Stenchaetothrips biformis
GCA_964017025.1	iySteCulp1.1			Stenichneumon culpator
GCA_963920205.1	ihSteCalc1.1			Stenodema calcarata
GCA_037414795.1	ASM3741479v1			Stenodera caucasica
GCA_035578165.1	UIUC_Steoc_1.0			Stenolophus ochropezus
GCA_008973525.1	ASM897352v1			Stenopsyche tienmushanensis
GCA_944452665.1	ilSteBipu1.1			Stenoptilia bipunctidactyla
GCA_963583905.1	icSteMela1.1			Stenurella melanura
GCA_963971135.1	icSteBima1.1			Stenus bimaculatus
GCA_035578905.1	UIUC_Stibi_1.0			Stictocephala bisonia
GCA_913697995.1	Sanch3			Stiretrus anchorago
GCA_933228675.1	idStoLuna1.1			Stomorhina lunata
GCF_963082655.1	idStoCalc2.1	GCF_963082655.1-RS_2023_08	2023-08-29	Stomoxys calcitrans
GCA_954870665.1	idStrSing1.1			Stratiomys singularior
GCA_963662145.1	idStuBell1.1			Sturmia bella
GCA_018237865.1	SRR10158561			Styx infernalis
GCA_958496365.1	ilSubMega1.1			Subacronicta megacephala
GCA_949127995.1	idSuiVari3.1			Suillia variegata
GCA_963971145.1	iySusPulc1.1			Sussaba pulchella
GCA_024449915.1	ASM2444991v1			Sweltsa coloradensis
GCA_018907035.1	ASM1890703v1			Sycobia sp. Sy_11
GCA_018906755.1	ASM1890675v1			Sycophaga agraensis
GCA_035582995.1	ASM3558299v1			Sycophila quercilanae
GCA_018906775.1	ASM1890677v1			Sycophila sp. Sp_5
GCA_035582955.1	ASM3558295v1			Sycophila texana
GCA_963854165.1	idSylCinc2.1			Sylvicola cinctus
GCA_026546915.1	ASM2654691v1			Sylvicola fuscatus
GCA_018237705.1	SRR10158576			Symmachia rubina
GCA_027564815.1	ASM2756481v1			Symmerus nobilis
GCA_947579665.1	ioSymStri1.1			Sympetrum striolatum
GCA_936446665.2	ilSynAndr1.2			Synanthedon andrenaeformis
GCA_945859745.1	ilSynForm1.1			Synanthedon formicaeformis
GCA_944738685.1	ilSynMyop1.1			Synanthedon myopaeformis
GCA_947623395.1	ilSynTipu2.1			Synanthedon tipuliformis
GCA_918317495.1	ilSynVesp1.1			Synanthedon vespiformis
GCA_032164275.1	ASM3216427v1			Synergus coniferae
GCA_904066015.1	P7705_102_v2			Synergus gifuensis
GCA_904066005.1	P7705_101_v2			Synergus itoensis
GCA_900474275.1	Synjap			Synergus japonicus
GCA_032275145.1	ASM3227514v1			Synergus laeviventris
GCA_032275165.1	ASM3227516v1			Synergus magnus
GCA_900474325.1	Sumb			Synergus umbraculus
GCA_030142615.1	ASM3014261v1			Syrista parreyssii
GCA_905187475.1	idSyrPipi1.1			Syritta pipiens
GCA_958431115.1	idSyrVitr1.1			Syrphus vitripennis
GCA_905220375.1	idTacFera2.1			Tachina fera
GCA_949987645.1	idTacGros1.1			Tachina grossa
GCA_944452675.1	idTacLuri1.1			Tachina lurida
GCA_963932245.1	icTacRufp1.1			Tachinus rufipes
GCA_030264575.1	Caltech_Tac_1.0			Tachinus sp. AB-2021
GCA_963506565.1	ilTacAcro4.1			Tachystola acroxantha
GCA_009936525.2	ASM993652v2			Taenaris catops
GCA_018239485.1	SRR9330748			Tagiades gana meetana
GCA_018248735.1	SRR7174440			Tagiades litigiosa
GCA_022816965.1	ASM2281696v1			Tanaodytes sp. ZL-2020
GCA_028673005.1	amnh_byu_tan			Tanypteryx hageni
GCA_038502055.1	UWisc_Tgra_1.0			Tanytarsus gracilentus
GCA_951812265.1	icTapBico1.1			Taphrorychus bicolor
GCA_018250575.1	SRR7174517			Taractrocera maevius sagara
GCA_029286865.1	kiz_Tim_v1			Teinopalpus imperialis
GCA_018250715.1	SRR7174509			Telegonus anausis annetta
GCA_018250635.1	SRR7174511			Telegonus apastus
GCA_018248495.1	SRR7174508			Telegonus hyster
GCA_948473455.1	ilTelLucu1.1			Teleiodes luculella
GCA_018248355.1	SRR7174524			Telemiades fides
GCA_020615435.1	ZJU_Trem_1.0			Telenomus remus
GCA_011170035.1	Tocci_1.0			Teleogryllus occipitalis
GCA_964035755.1	iqTelOcea1			Teleogryllus oceanicus
GCF_002237135.1	ASM223713v2	NCBI Teleopsis dalmanni Annotation Release 100	2020-12-07	Teleopsis dalmanni
GCA_002237135.5	Teleopsis dalmanni v 3.1			Teleopsis dalmanni
GCA_033557385.1	ASM3355738v1			Temnoplectron lewisense
GCA_030770215.1	tame_v2.0			Temnothorax americanus
GCF_003070985.1	ASM307098v1	NCBI Temnothorax curvispinosus Annotation Release 100	2018-05-02	Temnothorax curvispinosus
GCA_030848805.1	tlon_v2.0			Temnothorax longispinosus
GCA_030848795.1	tnyl_v1.0			Temnothorax nylanderi
GCA_030770255.1	mrav_v1.0			Temnothorax ravouxi
GCA_035220575.1	trug_v1.0			Temnothorax rugatulus
GCA_030770225.1	tuni_v1.0			Temnothorax unifasciatus
GCA_963966145.1	icTenMoli1.1			Tenebrio molitor
GCA_030765045.1	ASM3076504v1			Tenodera sinensis
GCA_963966615.1	iyTenAmoe1.1			Tenthredo amoena
GCA_947538915.1	iyTenDist1.1			Tenthredo distinguenda
GCA_963992785.1	iyTenLivi1.1			Tenthredo livida
GCA_943736025.1	iyTenMeso1.1			Tenthredo mesomela
GCA_914767705.2	iyTenNoth1.2			Tenthredo notha
GCA_963978835.1	iyTenScro1.1			Tenthredo scrophulariae
GCA_001017515.1	ASM101751v1			Tephritis californica
GCA_958299015.1	idTetFerr1.1			Tetanocera ferruginea
GCA_963555595.1	ilTetOcul2.1			Tethea ocularis
GCA_951216915.1	ilTetFluc1.1			Tetheella fluctuosa
GCA_025400035.1	ASM2540003v1			Tetradonia laticeps
GCA_036937485.2	jatai_v2	Annotation submitted by UFSB - Universidade Federal do Sul da Bahia	2024-05-22	Tetragonisca angustula
GCA_032399595.1	TetCarb_2.0			Tetragonula carbonaria
GCA_010645135.1	Tetragonula_clypearis_1.1			Tetragonula clypearis
GCA_010645165.1	Tetragonula_davenporti_1.1			Tetragonula davenporti
GCA_010645185.1	Tetragonula_hockingsi_1.1			Tetragonula hockingsi
GCA_021460005.1	UI_Talp.v1.0			Tetramorium alpestre
GCA_928718305.1	Tetramorium_bicarinatum_1.0			Tetramorium bicarinatum
GCA_011636585.1	Timm.v1.0			Tetramorium immigrans
GCA_011638315.1	Tpar.v1.0			Tetramorium parvispinum
GCA_011636635.1	Tsim.v1.0			Tetramorium simillimum
GCA_021307375.1	tetraneura_10X_genome_133			Tetraneura akinire
GCA_033822845.1	ASM3382284v1			Tetrapedia diversipes
GCA_964058775.1	icTetFusc2.1			Tetropium fuscum
GCA_948465475.1	ilThaMatu1.1			Thalpophila matura
GCA_025490895.1	SU_Tleuc_2.0			Thaumatotibia leucotreta
GCA_017165845.1	BOUN_Tpit_1			Thaumetopoea pityocampa
GCA_914767995.1	idTheAcut1.1			Thecocarcelia acutangulata
GCA_937620795.1	idTheAtra2.1			Thecophora atra
GCA_947397855.1	idTheSoli1.1			Thelaira solivaga
GCA_001014575.1	ASM101457v1			Themira minor
GCA_026168455.1	ASM2616845v1			Theocolax elegans
GCA_018237825.1	SRR10158568			Theope publius
GCA_939531255.2	ilTheBrit1.2			Thera britannica
GCA_947578465.1	ilTheObel3.1			Thera obeliscata
GCA_033459515.1	ASM3345951v1			Theretra japonica
GCA_963855945.1	idTheNobi1.1			Thereva nobilitata
GCA_949987705.1	idTheUnic2.1			Thereva unica
GCA_027580255.1	ASM2758025v1			Therioaphis trifolii
GCA_018237405.1	SRR10158572			Thisbe lycorias
GCA_943138885.2	ilThoDeci1.2			Tholera decimalis
GCF_012932325.1	TpBJ-2018v1	NCBI Thrips palmi Annotation Release 100	2020-05-13	Thrips palmi
GCA_948477245.1	ilThuSene1.1			Thumatha senex
GCA_905147785.2	ilThyBati1.2			Thyatira batis
GCA_951805285.1	ilThyActe1.1			Thymelicus acteon
GCA_963932265.1	ilThyLine1.1			Thymelicus lineola
GCA_911387775.1	ilThySylv1.1			Thymelicus sylvestris
GCA_033557495.1	ASM3355749v1			Thyregis relictus
GCA_018249895.1	SRR7174566			Tiana niger
GCA_948098905.1	ilTilAura1.1			Tiliacea aurago
GCA_963921375.1	ilTilCitr1.1			Tiliacea citrago
GCA_964006375.1	icTilElon2.1			Tillus elongatus
GCA_958496195.1	ilTimComa1.1			Timandra comae
GCA_902151455.1	4S_Tbi_b3v08			Timema bartmani
GCA_902141385.1	2S_Tcm_b3v08			Timema californicum
GCA_039000515.1	ASM3900051v1			Timema cristinae
GCA_901482245.1	1S_Tdi_b3v08			Timema douglasi
GCA_902155825.1	5S_Tge_b3v08			Timema genevievae
GCA_902151445.1	3S_Tms_b3v08			Timema monikensis
GCA_033556935.1	DTG_PB_155			Timema podura
GCA_902141375.1	1S_Tps_b3v08			Timema poppensis
GCA_902151425.1	2S_Tsi_b3v08			Timema shepardi
GCA_902151465.1	4S_Tte_b3v08			Timema tahoe
GCA_018251195.1	SRR7174461			Timochares trifasciata
GCA_948150575.1	ilTinPell1.1			Tinea pellionella
GCA_910589645.1	ilTinSemi1.1			Tinea semifulvella
GCA_905220615.1	ilTinTrin1.1			Tinea trinotella
GCA_028551675.1	CSIRO_AGI_Tbis_v1			Tineola bisselliella
GCA_944319695.1	iyTipFemo1.1			Tiphia femorata
GCA_963556175.1	idTipConf1.1			Tipula confusa
GCA_963556165.1	idTipHelv1.1			Tipula helvola
GCA_963932295.1	idTipLate1.1			Tipula lateralis
GCA_001017535.1	ASM101753v1			Tipula oleracea
GCA_951394425.1	idTipUnca1.1			Tipula unca
GCA_958295665.1	idTipVern1.1			Tipula vernalis
GCA_959613345.1	idTolCing1.1			Tolmerus cingulatus
GCF_030247195.1	ASM3024719v1	GCF_030247195.1-RS_2023_08	2023-08-04	Topomyia yanbarensis
GCA_947859335.1	ilTorAlte1.1			Tortricodes alternella
GCA_963241965.1	ilTorViri5.1			Tortrix viridana
GCA_036365515.1	ZJU_Daio_1.0			Torymus aiolomorphi
GCA_900474315.1	Taur			Torymus auratus
GCA_030522905.1	LBBE_Tflavipes_V1			Torymus flavipes
GCA_900474355.1	Tger			Torymus geranii
GCA_030522985.1	LBBE_Tsinensis_V1			Torymus sinensis
GCA_036873485.1	ASM3687348v1			Torymus texanus
GCA_035583055.1	ASM3558305v1			Torymus tubicola
GCA_018246095.1	SRR9330370			Toxidia parvulus
GCA_963691655.1	idToxMuli2.1			Toxonevra muliebris
GCF_029784135.1	ASM2978413v1	GCF_029784135.1-RS_2023_04	2023-04-27	Toxorhynchites rutilus septentrionalis
GCA_030142595.1	ASM3014259v1			Trachelus iudaicus
GCA_036026315.1	ASM3602631v1			Trachelus stipa
GCA_030142655.1	ASM3014265v1			Trachelus tabidus
GCA_030142635.1	ASM3014263v1			Trachelus troglodyta
GCF_001594075.2	Tcor1.1	NCBI Trachymyrmex cornetzi Annotation Release 100	2016-09-23	Trachymyrmex cornetzi
GCF_001594115.1	Tsep1.0	NCBI Trachymyrmex septentrionalis Annotation Release 100	2016-09-22	Trachymyrmex septentrionalis
GCF_001594055.1	Tzet1.0	NCBI Trachymyrmex zeteki Annotation Release 100	2016-09-16	Trachymyrmex zeteki
GCA_018248595.1	SRR7174475			Trapezites symmomus
GCA_011764245.1	ASM1176424v1			Trialeurodes vaporariorum
GCA_011037195.1	UVM_Tinf_1.0			Triatoma infestans
GCF_031307605.1	icTriCast1.1	GCF_031307605.1-RS_2024_04	2024-04-04	Tribolium castaneum
GCA_029207805.1	icTriConf1.1			Tribolium confusum
GCA_939628115.1	Tfree1.0			Tribolium freemani
GCF_015345945.1	Tmad_KSU_1.1	NCBI Tribolium madens Annotation Release 100	2021-10-15	Tribolium madens
GCA_022816925.1	ASM2281692v1			Trichacis sp. ZL-2020
GCA_001014425.1	ASM101442v1			Trichoceridae sp. BV-2014
GCA_902806795.1	TRIGBR_hybrid	Annotation submitted by WAGENINGEN UNIVERSITY	2020-02-28	Trichogramma brassicae
GCA_034770305.1	ASM3477030v1			Trichogramma dendrolimi
GCA_902732785.1	TRIGEV_GD011_Illumina			Trichogramma evanescens
GCF_000599845.2	Tpre_2.0	NCBI Trichogramma pretiosum Annotation Release 101	2018-01-04	Trichogramma pretiosum
GCA_949775025.1	idTriPrae1.1			Tricholauxania praeusta
GCA_024372645.1	Ts_genome_v4			Trichomalopsis sarcophagae
GCF_003590095.1	tn1	NCBI Trichoplusia ni Annotation Release 100	2018-10-23	Trichoplusia ni
GCA_030448955.1	ASM3044895v1			Trichopoda pennipes
GCA_030407085.1	ASM3040708v1			Trichopria drosophilae
GCA_030522945.1	LBBE_Tnigra_V1			Trichopria nigra
GCA_026413465.1	ASM2641346v1			Trichosia splendens
GCA_030269945.2	ASM3026994v2			Trilocha varians
GCA_022816905.1	ASM2281690v1			Trimorus sp. ZL-2020
GCA_900050545.1	TPER			Trionymus perrisii
GCA_947095525.1	ilTriEmor1.1			Trisateles emortualis
GCA_025266255.1	OSU_Tbal_v1.0			Trissolcus basalis
GCA_030523145.1	LBBE_Tbrochymenae_V1			Trissolcus brochymenae
GCA_030522925.1	LBBE_Tjaponicus_V1			Trissolcus japonicus
GCA_022816885.1	ASM2281688v1			Trissoscelio sp. ZL-2020
GCA_022816945.1	ASM2281694v1			Triteleia sp. ZL-2020
GCA_018247935.1	SRR8954533			Trogonoptera brookiana
GCA_033220335.2	CUHK_Taea_v1			Troides aeacus
GCA_029286815.1	kiz_The_v1			Troides helena
GCA_029032895.1	ASM2903289v1			Troides oblongomaculatus
GCA_964056705.1	ihTroLuri1.hap2.1			Troilus luridus
GCA_949699805.1	iyTroLine1.1			Tromatobia lineatoria
GCA_001014665.1	ASM101466v1			Trupanea jonesi
GCA_030522965.1	LBBE_TryphA_V1			Tryphoninae sp. A BG-2022a
GCA_030523005.1	LBBE_TryphB_V1			Tryphoninae sp. B BG-2022a
GCA_963989405.1	iyTryAtte1.1			Trypoxylon attenuatum
GCA_023509865.1	ZAFU_TdicV1			Trypoxylus dichotomus
GCA_956483605.1	ihTubSali1.1			Tuberolachnus salignus
GCA_037159825.1	Tnot_Tucson_v1			Tupiocoris notatus
GCA_027580185.1	ASM2758018v1	Annotation submitted by University of California, Davis	2023-01-06	Tuta absoluta
GCA_018250495.1	SRR7174528			Typhedanus ampyx
GCA_947561695.1	ilTyrJaco4.1			Tyria jacobaeae
GCA_950022985.1	ilUdeFerr1.1			Udea ferrugalis
GCA_947369235.1	ilUdeOliv2.1			Udea olivalis
GCA_018250275.1	SRR7174554			Udranomia eurus
GCA_018250225.1	SRR7174559			Udranomia kikkawai
GCA_018247775.1	SRR7174560			Udranomia orcinus
GCF_029784155.1	ASM2978415v1	GCF_029784155.1-RS_2023_04	2023-04-25	Uranotaenia lowii
GCA_018251975.1	SRR7174353			Urbanus esmeraldus
GCA_018249495.1	SRR7174350			Urbanus megalurus
GCA_018251915.1	SRR7174352			Urbanus proteus proteus
GCA_018252035.1	SRR7174349			Urbanus sp. 3 SS-2014
GCA_022318345.1	SRR7174347			Urbanus tucuti
GCA_018251995.1	SRR7174351			Urbanus velinus
GCA_036926305.1	AMNH_Ucov_1.0			Uropetala carovei
GCA_960531455.1	idUroCard1.1			Urophora cardui
GCA_031002005.1	VvP45bXYmale			Vandiemenella viatica
GCF_905147765.1	ilVanAtal1.2	NCBI Vanessa atalanta Annotation Release 100	2022-04-04	Vanessa atalanta
GCF_905220365.1	ilVanCard2.1	NCBI Vanessa cardui Annotation Release 100	2022-03-10	Vanessa cardui
GCA_905220365.2	ilVanCard2.2			Vanessa cardui
GCF_037043105.1	ilVanTame1 primary haplotype	GCF_037043105.1-RS_2024_03	2024-03-28	Vanessa tameamea
GCA_018251155.1	SRR7174442			Venada nevada
GCF_019457755.1	ASM1945775v1	NCBI Venturia canescens Annotation Release 100	2021-08-31	Venturia canescens
GCA_951394065.1	ilVenCamb1.1			Venusia cambrica
GCA_034508555.1	Vnig_TBG3334_EichkAsp			Venustoraphidia nigricollis
GCF_910589235.1	iyVesCrab1.2	NCBI Vespa crabro Annotation Release 100	2022-02-24	Vespa crabro
GCF_014083535.2	V.mandarinia_Nanaimo_p1.0	NCBI Vespa mandarinia Annotation Release 100	2020-08-21	Vespa mandarinia
GCF_912470025.1	iVesVel2.1	NCBI Vespa velutina Annotation Release 100	2022-04-05	Vespa velutina
GCA_905340365.1	iyVesGerm1.1			Vespula germanica
GCF_014466175.1	ASM1446617v1	NCBI Vespula pensylvanica Annotation Release 100	2021-09-09	Vespula pensylvanica
GCF_905475345.1	iyVesVulg1.1	NCBI Vespula vulgaris Annotation Release 100	2022-09-30	Vespula vulgaris
GCA_036346205.1	kiz_Ves_v1			Vesta saturnalis
GCA_951394055.1	idVilCing2.1			Villa cingulata
GCA_018249945.1	SRR7174571			Viola violella
GCF_000949405.1	V.emery_V1.0	NCBI Vollenhovia emeryi Annotation Release 100	2015-03-27	Vollenhovia emeryi
GCA_949129095.1	idVolBomb1.1			Volucella bombylans
GCA_907269105.1	idVolInan1.1			Volucella inanis
GCA_928272305.1	idVolInfl1.1			Volucella inflata
GCA_963966105.1	idVolZona1.1			Volucella zonaria
GCA_018248855.1	SRR7174428			Wahydra kenava
GCF_000956235.1	wasmannia.A_1.0	NCBI Wasmannia auropunctata Annotation Release 100	2015-03-23	Wasmannia auropunctata
GCA_929442735.1	ilWatBina1.1			Watsonalla binaria
GCA_964035505.1	ilWatCult2.1			Watsonalla cultraria
GCA_019419845.2	ASM1941984v2			Weissflogia rhopalogaster
GCA_018907045.1	ASM1890704v1			Wiebesia pumilae
GCA_023159175.1	FiWi_Woma_1.0			Wohlfahrtia magnifica
GCF_029784165.1	ASM2978416v1	GCF_029784165.1-RS_2023_04	2023-04-25	Wyeomyia smithii
GCA_949128155.2	ilXanIcte2.2			Xanthia icteritia
GCA_963853775.1	ilXanToga5.1			Xanthia togata
GCA_963582015.1	ilXanDesi1.1			Xanthorhoe designata
GCA_947086425.1	ilXanSpad1.1			Xanthorhoe spadicearia
GCA_018236345.1	SRR10158586			Xanthosa xanthosa
GCA_963575645.1	irXanXant1.1			Xanthostigma xanthostigma
GCA_900249655.1	ASM90024965v1			Xenocatantops brachycerus
GCA_040167675.1	UROC_Xpeckii_1.1			Xenos peckii
GCA_950022955.1	ilXesAshw1.1			Xestia ashworthii
GCA_916618015.1	ilXesCnig1.1			Xestia c-nigrum
GCA_963853795.1	ilXesRhom1.1			Xestia rhomboidea
GCA_941918905.2	ilXesSexs1.2			Xestia sexstrigata
GCA_905147715.2	ilXesXant1.2			Xestia xanthographa
GCA_963966045.1	icXesRufo2.1			Xestobium rufovillosum
GCA_963678675.1	iyXipCame1.1			Xiphydria camelus
GCA_935421205.1	ilXylAreo1.1			Xylocampa areola
GCA_963969225.1	iyXylViol4			Xylocopa violacea
GCA_963422695.1	idXylAter1.1			Xylophagus ater
GCA_963583995.1	idXylSegn2.1			Xylota segnis
GCA_905220385.1	idXylSylv2.1			Xylota sylvarum
GCA_018247415.1	SRR9330659			Yanguna cometes cometides
GCA_018239045.1	SRR9330766			Yanguna cosyra
GCA_018239085.1	SRR9330765			Yanguna spatiosa spatiosa
GCA_018237645.1	SRR9330767			Yanguna thelersa
GCA_947310995.1	ilYpoCagn1.1			Yponomeuta cagnagella
GCA_963969515.1	ilYpoEvon2.1			Yponomeuta evonymella
GCA_947308005.1	ilYpoRore1.1			Yponomeuta malinellus
GCA_947310845.1	ilYpoPlub1.1			Yponomeuta plumbellus
GCA_934045075.1	ilYpoSedl1.1			Yponomeuta sedellus
GCA_910592155.1	ilYpsScab1.1			Ypsolopha scabrella
GCA_934047225.1	ilYpsSequ2.1			Ypsolopha sequella
GCA_018237505.1	SRR10158573			Zabuella tenellus
GCA_010016005.3	ASM1001600v3			Zanna intricata
GCA_018151435.1	ASM1815143v1			Zaprionus africanus
GCA_035046045.1	ASM3504604v1			Zaprionus bogoriensis
GCA_018904165.1	ASM1890416v1			Zaprionus camerounensis
GCA_018903675.1	ASM1890367v1			Zaprionus capensis
GCA_018903715.1	ASM1890371v1			Zaprionus davidi
GCA_018903695.1	ASM1890369v1			Zaprionus gabonicus
GCA_018904095.1	ASM1890409v1			Zaprionus ghesquierei
GCA_018904595.1	ASM1890459v1			Zaprionus indianus
GCA_018151445.1	ASM1815144v1			Zaprionus inermis
GCA_018901885.1	ASM1890188v1			Zaprionus kolodkinae
GCA_018901815.1	ASM1890181v1			Zaprionus lachaisei
GCA_035044505.1	ASM3504450v1			Zaprionus lineosus
GCA_018903425.1	ASM1890342v1			Zaprionus nigranus
GCA_037044475.1	ASM3704447v1			Zaprionus obscuricornis
GCA_018904035.1	ASM1890403v1			Zaprionus ornatus
GCA_018901805.1	ASM1890180v1			Zaprionus taronus
GCA_018904105.1	ASM1890410v1			Zaprionus tsacasi
GCA_018904025.1	ASM1890402v1			Zaprionus vittiger
GCA_958496275.1	iyZelAlbi1.1			Zele albiditarsus
GCA_949319315.1	ilZelHepa1.1			Zelleria hepariella
GCA_022816865.1	ASM2281686v1			Zelostemma sp. ZL-2020
GCA_018252375.1	SRR7174342			Zera sp. Burns01DHJ02
GCF_012273895.1	Zerene_cesonia_1.1	NCBI Zerene cesonia Annotation Release 100	2020-12-23	Zerene cesonia
GCA_018248055.1	SRR8954517			Zerynthia polyxena
GCF_028554725.1	idZeuCucr1.2	GCF_028554725.1-RS_2023_03	2023-03-08	Zeugodacus cucurbitae
GCA_031772095.1	ASM3177209v1			Zeugodacus tau
GCA_018249095.1	SRR7174414			Zeutus zeutus
GCA_907165235.1	ilZeuPyri1.1			Zeuzera pyrina
GCA_037074705.1	ASM3707470v1			Zhengitettix transpicula
GCA_018249635.1	SRR9330386			Zonia zonia panamensis
GCA_037414775.1	ASM3741477v1			Zonitis immaculata
GCF_000696155.1	ZooNev1.0	NCBI Zootermopsis nevadensis Annotation Release 100	2017-08-03	Zootermopsis nevadensis
GCA_022388445.1	Zophobas_atratus_KSU_v.1			Zophobas atratus
GCF_036711695.1	CSIRO_AGI_Zmor_V1	GCF_036711695.1-RS_2024_03	2024-03-16	Zophobas morio
GCA_018248435.1	SRR7174530			Zopyrion sandace
GCA_907165275.2	ilZygFili1.2			Zygaena filipendulae
GCA_032362365.1	CCMB_ZBic_1.2			Zygogramma bicolorata
GCA_037040005.1	ASM3704000v1			Zygothrica flavofinira
GCA_037044455.1	ASM3704445v1			Zygothrica quintamaculata
